SessionNo,OrderNo,CustomerNo,Date,OrderValue,OrderReturned,CartAbandoned,RepeatBuyer,Device
516,,5409,13/02/2025,,N,Y,N,Desktop
517,100129,1134,13/02/2025,172.42,N,N,N,Desktop
518,,5773,13/02/2025,,N,Y,N,Mobile
519,100130,7341,14/02/2025,227.6,N,N,N,Mobile
520,100131,5778,14/02/2025,20.16,N,N,N,Mobile
521,,2711,14/02/2025,,N,Y,N,Mobile
522,,7635,14/02/2025,,N,Y,N,Mobile
523,,6526,14/02/2025,,N,Y,N,Tablet
524,,5176,14/02/2025,,N,Y,N,Mobile
525,,3977,14/02/2025,,N,Y,N,Mobile
526,,4286,14/02/2025,,N,Y,N,Mobile
527,,400,14/02/2025,,N,Y,N,Mobile
528,,1639,14/02/2025,,N,Y,N,Mobile
529,,1404,14/02/2025,,N,Y,N,Mobile
530,100132,4220,14/02/2025,400.2,N,N,N,Desktop
531,,6627,14/02/2025,,N,Y,N,Mobile
532,,1550,14/02/2025,,N,Y,N,Mobile
533,,3717,14/02/2025,,N,Y,N,Mobile
534,100133,7899,14/02/2025,299.43,N,N,N,Mobile
535,,901,14/02/2025,,N,Y,N,Mobile
536,,242,14/02/2025,,N,Y,N,Mobile
537,,6117,14/02/2025,,N,Y,N,Tablet
538,,3043,14/02/2025,,N,Y,N,Mobile
539,,6037,14/02/2025,,N,Y,N,Desktop
540,100134,7962,14/02/2025,136.87,N,N,N,Mobile
541,,3805,14/02/2025,,N,Y,N,Mobile
542,,6165,14/02/2025,,N,Y,N,Tablet
543,,6336,14/02/2025,,N,Y,N,Desktop
544,,6273,14/02/2025,,N,Y,N,Desktop
545,,1121,14/02/2025,,N,Y,N,Desktop
546,,2280,14/02/2025,,N,Y,N,Mobile
547,,4173,14/02/2025,,N,Y,Y,Mobile
548,,7089,14/02/2025,,N,Y,N,Mobile
549,,856,14/02/2025,,N,Y,N,Desktop
550,100135,7084,14/02/2025,40,N,N,N,Mobile
551,,7789,14/02/2025,,N,Y,N,Desktop
552,100136,3089,14/02/2025,189.56,N,N,N,Tablet
553,100137,4495,14/02/2025,190.32,N,N,N,Desktop
554,,2038,14/02/2025,,N,Y,N,Desktop
555,,1574,14/02/2025,,N,Y,N,Mobile
556,100138,7505,14/02/2025,319.84,N,N,N,Mobile
557,,3633,14/02/2025,,N,Y,N,Mobile
558,,1641,14/02/2025,,N,Y,N,Mobile
559,,41,14/02/2025,,N,Y,Y,Desktop
560,100139,3748,14/02/2025,308.9,N,N,N,Mobile
561,,1312,14/02/2025,,N,Y,N,Mobile
562,100140,522,14/02/2025,127.82,N,N,N,Mobile
563,,6268,14/02/2025,,N,Y,N,Mobile
564,,4084,14/02/2025,,N,Y,N,Mobile
565,,3360,14/02/2025,,N,Y,N,Mobile
566,100141,3989,14/02/2025,433.46,N,N,N,Mobile
567,,7698,14/02/2025,,N,Y,N,Mobile
568,100142,7806,14/02/2025,392.69,N,N,N,Desktop
569,,598,14/02/2025,,N,Y,N,Desktop
570,,7004,14/02/2025,,N,Y,N,Mobile
571,,6685,14/02/2025,,N,Y,N,Mobile
572,,6708,14/02/2025,,N,Y,Y,Mobile
573,,4184,14/02/2025,,N,Y,N,Mobile
574,,2469,14/02/2025,,N,Y,N,Mobile
575,,703,14/02/2025,,N,Y,N,Mobile
576,,5150,14/02/2025,,N,Y,N,Desktop
577,,7296,14/02/2025,,N,Y,N,Mobile
578,,7354,14/02/2025,,N,Y,N,Mobile
579,,1285,14/02/2025,,N,Y,N,Desktop
580,100143,5603,14/02/2025,117.94,N,N,N,Mobile
581,100144,6375,14/02/2025,200.12,N,N,N,Mobile
582,,2282,14/02/2025,,N,Y,N,Desktop
583,100145,2257,14/02/2025,384.16,N,N,N,Mobile
584,100146,7903,14/02/2025,498.24,N,N,N,Mobile
585,,3436,14/02/2025,,N,Y,Y,Desktop
586,,7322,14/02/2025,,N,Y,N,Mobile
587,,2024,14/02/2025,,N,Y,N,Mobile
588,100147,7086,14/02/2025,64.64,N,N,N,Mobile
589,,4622,14/02/2025,,N,Y,N,Desktop
590,,6842,14/02/2025,,N,Y,N,Mobile
591,,2814,14/02/2025,,N,Y,N,Mobile
592,100148,6035,14/02/2025,259.16,N,N,N,Mobile
593,100149,1133,14/02/2025,120.72,N,N,N,Desktop
594,,7853,14/02/2025,,N,Y,N,Mobile
595,,1207,14/02/2025,,N,Y,N,Mobile
596,100150,7816,14/02/2025,499.21,N,N,Y,Mobile
597,,2449,14/02/2025,,N,Y,N,Mobile
598,,5167,14/02/2025,,N,Y,N,Mobile
599,100151,2126,14/02/2025,476.15,N,N,N,Desktop
600,,138,14/02/2025,,N,Y,N,Mobile
601,,4874,14/02/2025,,N,Y,Y,Mobile
602,,2758,14/02/2025,,N,Y,N,Mobile
603,100152,6901,14/02/2025,128.26,N,N,N,Mobile
604,,2004,14/02/2025,,N,Y,N,Desktop
605,,6405,14/02/2025,,N,Y,N,Desktop
606,,4734,14/02/2025,,N,Y,N,Desktop
607,,4737,14/02/2025,,N,Y,N,Desktop
608,,2857,14/02/2025,,N,Y,N,Mobile
609,100153,4284,14/02/2025,246.59,N,N,N,Mobile
610,,4714,14/02/2025,,N,Y,N,Mobile
611,100154,163,14/02/2025,487.92,N,N,N,Mobile
612,,7897,14/02/2025,,N,Y,N,Desktop
613,,3731,14/02/2025,,N,Y,Y,Desktop
614,,2298,14/02/2025,,N,Y,N,Mobile
615,,690,14/02/2025,,N,Y,N,Mobile
616,100155,6783,14/02/2025,283.19,N,N,N,Mobile
617,100156,1450,14/02/2025,319.72,N,N,N,Desktop
618,,3653,14/02/2025,,N,Y,N,Mobile
619,,7393,14/02/2025,,N,Y,Y,Mobile
620,,4949,14/02/2025,,N,Y,N,Mobile
621,100157,425,14/02/2025,220.64,N,N,N,Mobile
622,,2337,14/02/2025,,N,Y,N,Mobile
623,,7522,14/02/2025,,N,Y,N,Mobile
624,,6567,14/02/2025,,N,Y,N,Desktop
625,100158,5062,14/02/2025,225.74,N,N,N,Mobile
626,,5177,14/02/2025,,N,Y,N,Mobile
627,100159,6000,14/02/2025,159.48,N,N,N,Mobile
628,,4667,14/02/2025,,N,Y,N,Mobile
629,,1855,14/02/2025,,N,Y,N,Mobile
630,,2325,14/02/2025,,N,Y,N,Mobile
631,,5998,14/02/2025,,N,Y,N,Desktop
632,100160,2792,14/02/2025,437.88,N,N,N,Desktop
633,,7892,14/02/2025,,N,Y,Y,Desktop
634,,2114,14/02/2025,,N,Y,N,Mobile
635,,1992,14/02/2025,,N,Y,N,Mobile
636,100161,2275,14/02/2025,414.61,N,N,N,Mobile
637,,4403,14/02/2025,,N,Y,N,Mobile
638,100162,8,14/02/2025,297.24,N,N,N,Mobile
639,100163,4655,14/02/2025,269.69,N,N,N,Mobile
640,100164,6530,14/02/2025,454.95,N,N,N,Mobile
641,,2977,14/02/2025,,N,Y,N,Mobile
642,100165,7688,14/02/2025,93.01,N,N,N,Desktop
643,,1782,14/02/2025,,N,Y,N,Desktop
644,100166,6027,14/02/2025,220.53,N,N,N,Mobile
645,100167,5150,14/02/2025,490.3,N,N,Y,Mobile
646,,1561,14/02/2025,,N,Y,N,Mobile
647,,1940,14/02/2025,,N,Y,N,Desktop
648,,6789,14/02/2025,,N,Y,N,Tablet
649,,265,14/02/2025,,N,Y,N,Desktop
650,100168,6355,14/02/2025,452.62,N,N,N,Desktop
651,100169,7896,14/02/2025,180.9,N,N,N,Mobile
652,100170,3832,14/02/2025,221.66,N,N,N,Mobile
653,100171,4434,14/02/2025,318.05,N,N,N,Desktop
654,,1675,14/02/2025,,N,Y,N,Desktop
655,100172,4385,14/02/2025,176.05,Y,N,N,Mobile
656,100173,1959,14/02/2025,496.04,N,N,N,Mobile
657,,1603,14/02/2025,,N,Y,N,Mobile
658,,5926,14/02/2025,,N,Y,N,Mobile
659,100174,1337,14/02/2025,470.39,N,N,N,Mobile
660,100175,3939,14/02/2025,332.37,Y,N,N,Mobile
661,,1467,14/02/2025,,N,Y,N,Mobile
662,,2598,14/02/2025,,N,Y,N,Mobile
663,100176,6846,14/02/2025,73.15,Y,N,N,Mobile
664,100177,3267,14/02/2025,81.18,N,N,Y,Mobile
665,100178,2947,14/02/2025,28.64,N,N,N,Desktop
666,,2811,14/02/2025,,N,Y,N,Mobile
667,,4883,14/02/2025,,N,Y,N,Desktop
668,,934,14/02/2025,,N,Y,N,Mobile
669,,2513,14/02/2025,,N,Y,N,Mobile
670,100179,3448,14/02/2025,55.64,N,N,N,Mobile
671,100180,41,14/02/2025,429.09,N,N,N,Mobile
672,,4009,14/02/2025,,N,Y,N,Tablet
673,100181,7184,14/02/2025,36.64,N,N,N,Mobile
674,100182,3295,14/02/2025,141.11,N,N,Y,Mobile
675,100183,7157,14/02/2025,341.22,N,N,N,Mobile
676,100184,3137,14/02/2025,59.46,N,N,N,Mobile
677,100185,527,14/02/2025,232.82,N,N,N,Mobile
678,,5908,14/02/2025,,N,Y,N,Desktop
679,,1847,14/02/2025,,N,Y,N,Mobile
680,100186,5526,14/02/2025,146.08,N,N,N,Desktop
681,,5481,14/02/2025,,N,Y,N,Mobile
682,,7430,14/02/2025,,N,Y,N,Desktop
683,,6717,14/02/2025,,N,Y,N,Mobile
684,,7816,14/02/2025,,N,Y,N,Mobile
685,,4537,14/02/2025,,N,Y,N,Mobile
686,,7011,14/02/2025,,N,Y,Y,Mobile
687,,5972,14/02/2025,,N,Y,N,Mobile
688,,5094,14/02/2025,,N,Y,N,Desktop
689,,1160,14/02/2025,,N,Y,N,Mobile
690,,4698,14/02/2025,,N,Y,N,Mobile
691,,704,14/02/2025,,N,Y,N,Mobile
692,100187,2430,14/02/2025,156.59,N,N,N,Mobile
693,100188,3643,14/02/2025,256.9,N,N,N,Mobile
694,,1357,14/02/2025,,N,Y,N,Desktop
695,,3240,14/02/2025,,N,Y,N,Mobile
696,,4552,14/02/2025,,N,Y,N,Mobile
697,100189,4098,14/02/2025,478.43,Y,N,Y,Mobile
698,100190,4955,14/02/2025,418.2,N,N,N,Mobile
699,,7393,14/02/2025,,N,Y,Y,Mobile
700,,2687,14/02/2025,,N,Y,N,Mobile
701,100191,1775,14/02/2025,54.08,N,N,N,Mobile
702,,4007,14/02/2025,,N,Y,N,Mobile
703,,2066,14/02/2025,,N,Y,Y,Mobile
704,,5386,14/02/2025,,N,Y,N,Mobile
705,100192,6857,14/02/2025,367.51,N,N,N,Mobile
706,100193,456,14/02/2025,413.61,N,N,Y,Desktop
707,,2283,14/02/2025,,N,Y,N,Mobile
708,100194,7130,14/02/2025,123.7,N,N,N,Desktop
709,100195,7462,14/02/2025,226.37,N,N,N,Desktop
710,,4021,14/02/2025,,N,Y,N,Desktop
711,100196,3436,14/02/2025,431.63,N,N,N,Desktop
712,,360,14/02/2025,,N,Y,N,Desktop
713,,7993,14/02/2025,,N,Y,N,Mobile
714,,1944,14/02/2025,,N,Y,N,Mobile
715,,2981,14/02/2025,,N,Y,N,Mobile
716,,4929,14/02/2025,,N,Y,N,Mobile
717,,7837,14/02/2025,,N,Y,N,Mobile
718,,1443,14/02/2025,,N,Y,N,Mobile
719,,4222,14/02/2025,,N,Y,N,Mobile
720,,576,14/02/2025,,N,Y,N,Mobile
721,,3700,14/02/2025,,N,Y,N,Mobile
722,,1055,14/02/2025,,N,Y,N,Mobile
723,100197,6981,14/02/2025,275.32,N,N,N,Mobile
724,,7598,14/02/2025,,N,Y,N,Mobile
725,,1258,14/02/2025,,N,Y,N,Mobile
726,,6269,14/02/2025,,N,Y,N,Mobile
727,,6629,14/02/2025,,N,Y,N,Desktop
728,100198,124,14/02/2025,309.41,N,N,N,Mobile
729,,4173,14/02/2025,,N,Y,N,Mobile
730,,1937,14/02/2025,,N,Y,N,Mobile
731,,4164,14/02/2025,,N,Y,N,Tablet
732,100199,1933,14/02/2025,420.15,N,N,N,Mobile
733,,1440,14/02/2025,,N,Y,N,Desktop
734,,5576,14/02/2025,,N,Y,Y,Mobile
735,,300,14/02/2025,,N,Y,N,Desktop
736,,3457,14/02/2025,,N,Y,N,Mobile
737,100200,4184,14/02/2025,119.51,N,N,Y,Mobile
738,100201,2152,14/02/2025,241.49,N,N,N,Mobile
739,,6661,14/02/2025,,N,Y,N,Mobile
740,,225,14/02/2025,,N,Y,Y,Mobile
741,,5986,14/02/2025,,N,Y,N,Desktop
742,100202,3212,14/02/2025,283.67,N,N,N,Mobile
743,,5702,15/02/2025,,N,Y,N,Mobile
744,100203,7472,15/02/2025,256.13,N,N,N,Mobile
745,100204,1611,15/02/2025,205.54,N,N,N,Mobile
746,100205,3826,15/02/2025,238.87,N,N,N,Desktop
747,100206,3823,15/02/2025,116.23,N,N,N,Mobile
748,100207,2385,15/02/2025,49.98,N,N,N,Desktop
749,,5133,15/02/2025,,N,Y,N,Tablet
750,100208,2768,15/02/2025,34.66,N,N,N,Desktop
751,,2368,15/02/2025,,N,Y,N,Mobile
752,100209,6338,15/02/2025,273.72,N,N,N,Mobile
753,100210,7538,15/02/2025,161.42,N,N,N,Mobile
754,,25,15/02/2025,,N,Y,N,Mobile
755,100211,4237,15/02/2025,336.1,N,N,N,Desktop
756,,2242,15/02/2025,,N,Y,N,Mobile
757,,4898,15/02/2025,,N,Y,N,Mobile
758,,414,15/02/2025,,N,Y,N,Mobile
759,100212,3656,15/02/2025,474.89,N,N,N,Mobile
760,100213,5243,15/02/2025,74.21,N,N,N,Desktop
761,,7526,15/02/2025,,N,Y,N,Mobile
762,,1471,15/02/2025,,N,Y,Y,Mobile
763,100214,5410,15/02/2025,466.03,N,N,N,Mobile
764,100215,2781,15/02/2025,283.51,Y,N,N,Mobile
765,100216,4267,15/02/2025,79,N,N,Y,Mobile
766,100217,5566,15/02/2025,286.24,N,N,N,Mobile
767,100218,7346,15/02/2025,405.9,N,N,N,Desktop
768,100219,1229,15/02/2025,212.69,N,N,N,Desktop
769,,7928,15/02/2025,,N,Y,N,Mobile
770,,5836,15/02/2025,,N,Y,N,Mobile
771,,1265,15/02/2025,,N,Y,N,Mobile
772,100220,3168,15/02/2025,299.97,N,N,N,Mobile
773,,5312,15/02/2025,,N,Y,Y,Desktop
774,,7819,15/02/2025,,N,Y,N,Desktop
775,,4233,15/02/2025,,N,Y,N,Desktop
776,100221,6756,15/02/2025,222.74,N,N,N,Desktop
777,100222,6835,15/02/2025,257.03,N,N,N,Mobile
778,,6776,15/02/2025,,N,Y,N,Mobile
779,100223,3797,15/02/2025,483.7,N,N,N,Desktop
780,,4527,15/02/2025,,N,Y,N,Desktop
781,100224,7123,15/02/2025,70.31,N,N,N,Mobile
782,,1024,15/02/2025,,N,Y,N,Mobile
783,100225,5986,15/02/2025,21.38,N,N,Y,Mobile
784,100226,2789,15/02/2025,121.76,N,N,N,Desktop
785,100227,6564,15/02/2025,381.93,N,N,Y,Mobile
786,100228,776,15/02/2025,171.5,N,N,N,Mobile
787,,6632,15/02/2025,,N,Y,N,Mobile
788,,3605,15/02/2025,,N,Y,N,Mobile
789,100229,7481,15/02/2025,281.03,N,N,N,Desktop
790,,3577,15/02/2025,,N,Y,Y,Mobile
791,100230,2006,15/02/2025,35.08,N,N,N,Desktop
792,,3852,15/02/2025,,N,Y,N,Mobile
793,,4267,15/02/2025,,N,Y,N,Desktop
794,,7002,15/02/2025,,N,Y,N,Mobile
795,,3228,15/02/2025,,N,Y,N,Mobile
796,,2283,15/02/2025,,N,Y,Y,Tablet
797,,3765,15/02/2025,,N,Y,N,Mobile
798,,2793,15/02/2025,,N,Y,N,Mobile
799,,4064,15/02/2025,,N,Y,N,Mobile
800,,6199,15/02/2025,,N,Y,N,Mobile
801,,3710,15/02/2025,,N,Y,N,Mobile
802,100231,6517,15/02/2025,426.59,N,N,N,Mobile
803,,4321,15/02/2025,,N,Y,N,Mobile
804,,3117,15/02/2025,,N,Y,N,Mobile
805,100232,195,15/02/2025,309.58,N,N,N,Desktop
806,100233,6717,15/02/2025,134.8,N,N,Y,Mobile
807,,3403,15/02/2025,,N,Y,N,Tablet
808,100234,233,15/02/2025,317.47,N,N,N,Mobile
809,,6651,15/02/2025,,N,Y,N,Mobile
810,100235,1915,15/02/2025,98.66,N,N,Y,Mobile
811,,7855,15/02/2025,,N,Y,N,Desktop
812,,1724,15/02/2025,,N,Y,N,Mobile
813,,4782,15/02/2025,,N,Y,N,Mobile
814,,2053,15/02/2025,,N,Y,N,Mobile
815,100236,2296,15/02/2025,274.24,N,N,N,Mobile
816,100237,6421,15/02/2025,465.76,N,N,N,Tablet
817,,2350,15/02/2025,,N,Y,N,Mobile
818,,5086,15/02/2025,,N,Y,N,Desktop
819,100238,493,15/02/2025,490.97,N,N,N,Mobile
820,,5788,15/02/2025,,N,Y,N,Mobile
821,100239,4676,15/02/2025,361.63,N,N,N,Tablet
822,100240,7855,15/02/2025,104.53,Y,N,Y,Mobile
823,100241,5510,15/02/2025,455.79,N,N,N,Mobile
824,100242,245,15/02/2025,208.54,N,N,N,Tablet
825,100243,2020,15/02/2025,339.97,N,N,N,Mobile
826,,5974,15/02/2025,,N,Y,N,Desktop
827,,3723,15/02/2025,,N,Y,Y,Mobile
828,100244,3584,15/02/2025,42.11,N,N,N,Mobile
829,,3639,15/02/2025,,N,Y,N,Desktop
830,,2661,15/02/2025,,N,Y,N,Mobile
831,,3948,15/02/2025,,N,Y,N,Mobile
832,100245,7433,15/02/2025,478.33,N,N,N,Mobile
833,,4423,15/02/2025,,N,Y,N,Mobile
834,,629,15/02/2025,,N,Y,N,Mobile
835,,6842,15/02/2025,,N,Y,Y,Mobile
836,,4370,15/02/2025,,N,Y,N,Tablet
837,100246,693,15/02/2025,135.39,N,N,N,Mobile
838,100247,2601,15/02/2025,380.85,N,N,Y,Mobile
839,,7446,15/02/2025,,N,Y,N,Desktop
840,100248,5593,15/02/2025,290.4,N,N,Y,Mobile
841,,3955,15/02/2025,,N,Y,N,Mobile
842,100249,7471,15/02/2025,212.45,N,N,N,Desktop
843,,84,15/02/2025,,N,Y,N,Mobile
844,,4317,15/02/2025,,N,Y,N,Mobile
845,,4208,15/02/2025,,N,Y,N,Desktop
846,,3577,15/02/2025,,N,Y,N,Mobile
847,,4067,15/02/2025,,N,Y,N,Mobile
848,,7448,15/02/2025,,N,Y,N,Desktop
849,100250,7332,15/02/2025,334.23,N,N,N,Mobile
850,,6615,15/02/2025,,N,Y,N,Mobile
851,,2925,15/02/2025,,N,Y,N,Mobile
852,,7998,15/02/2025,,N,Y,N,Mobile
853,,700,15/02/2025,,N,Y,N,Mobile
854,,1674,15/02/2025,,N,Y,N,Mobile
855,,3157,15/02/2025,,N,Y,N,Mobile
856,,5811,15/02/2025,,N,Y,N,Mobile
857,100251,4940,15/02/2025,376.11,N,N,N,Mobile
858,100252,306,15/02/2025,141.35,N,N,N,Desktop
859,100253,4592,15/02/2025,492.73,N,N,N,Desktop
860,,530,15/02/2025,,N,Y,Y,Mobile
861,100254,4087,15/02/2025,100.31,N,N,N,Mobile
862,,3723,15/02/2025,,N,Y,N,Mobile
863,,3504,15/02/2025,,N,Y,Y,Mobile
864,,153,15/02/2025,,N,Y,N,Mobile
865,,2801,15/02/2025,,N,Y,N,Mobile
866,,3876,15/02/2025,,N,Y,N,Tablet
867,100255,7362,15/02/2025,241.62,N,N,N,Mobile
868,,167,15/02/2025,,N,Y,N,Desktop
869,,3490,15/02/2025,,N,Y,N,Desktop
870,100256,5261,15/02/2025,95.52,N,N,N,Mobile
871,100257,1904,15/02/2025,258.2,N,N,N,Mobile
872,100258,1568,15/02/2025,27.71,N,N,N,Mobile
873,100259,4174,15/02/2025,230.08,N,N,N,Desktop
874,,3923,15/02/2025,,N,Y,N,Desktop
875,,5288,15/02/2025,,N,Y,N,Mobile
876,,6427,15/02/2025,,N,Y,N,Mobile
877,,7408,15/02/2025,,N,Y,N,Desktop
878,100260,2764,15/02/2025,408.22,N,N,N,Mobile
879,100261,1538,15/02/2025,402.41,N,N,N,Desktop
880,100262,4547,15/02/2025,321.44,N,N,N,Desktop
881,,113,15/02/2025,,N,Y,N,Mobile
882,100263,1925,15/02/2025,180.34,N,N,N,Mobile
883,,6262,15/02/2025,,N,Y,N,Mobile
884,100264,50,15/02/2025,179.58,N,N,N,Mobile
885,100265,452,15/02/2025,372.07,N,N,N,Tablet
886,,128,15/02/2025,,N,Y,N,Desktop
887,100266,7197,15/02/2025,459.07,N,N,N,Mobile
888,100267,4226,15/02/2025,74.39,N,N,Y,Mobile
889,,3546,15/02/2025,,N,Y,N,Mobile
890,,5809,15/02/2025,,N,Y,N,Mobile
891,100268,1137,15/02/2025,322.74,N,N,Y,Mobile
892,,154,15/02/2025,,N,Y,N,Mobile
893,,4765,15/02/2025,,N,Y,N,Desktop
894,,2601,15/02/2025,,N,Y,N,Mobile
895,,4692,15/02/2025,,N,Y,N,Mobile
896,100269,7477,15/02/2025,140.43,N,N,N,Mobile
897,,4656,15/02/2025,,N,Y,N,Mobile
898,100270,5179,15/02/2025,474.43,N,N,N,Mobile
899,100271,7247,15/02/2025,23.21,N,N,N,Mobile
900,,2462,15/02/2025,,N,Y,N,Mobile
901,100272,2929,15/02/2025,280.16,N,N,N,Mobile
902,,3145,15/02/2025,,N,Y,N,Desktop
903,100273,7968,15/02/2025,259.06,N,N,N,Mobile
904,100274,1780,15/02/2025,228.33,N,N,N,Desktop
905,100275,73,15/02/2025,130,N,N,N,Mobile
906,,4018,15/02/2025,,N,Y,N,Desktop
907,,369,15/02/2025,,N,Y,N,Desktop
908,,5556,15/02/2025,,N,Y,N,Mobile
909,,6651,15/02/2025,,N,Y,Y,Mobile
910,,7036,15/02/2025,,N,Y,Y,Mobile
911,,3011,15/02/2025,,N,Y,N,Mobile
912,100276,1552,15/02/2025,422.48,N,N,N,Mobile
913,100277,7611,15/02/2025,210.78,N,N,N,Mobile
914,,603,15/02/2025,,N,Y,N,Mobile
915,,490,15/02/2025,,N,Y,N,Mobile
916,,7787,15/02/2025,,N,Y,N,Mobile
917,100278,2844,15/02/2025,36.8,N,N,N,Desktop
918,100279,3642,15/02/2025,225.25,N,N,N,Mobile
919,,5669,15/02/2025,,N,Y,N,Desktop
920,,63,15/02/2025,,N,Y,N,Mobile
921,,7353,15/02/2025,,N,Y,N,Mobile
922,,135,15/02/2025,,N,Y,N,Mobile
923,100280,7132,15/02/2025,216.64,N,N,N,Mobile
924,,7206,15/02/2025,,N,Y,N,Mobile
925,100281,2033,15/02/2025,443.21,N,N,N,Mobile
926,,803,15/02/2025,,N,Y,N,Desktop
927,,2188,15/02/2025,,N,Y,N,Mobile
928,100282,3607,15/02/2025,56.79,N,N,N,Mobile
929,100283,5934,15/02/2025,176.84,N,N,N,Desktop
930,,2855,15/02/2025,,N,Y,N,Mobile
931,,6973,15/02/2025,,N,Y,N,Mobile
932,,2595,15/02/2025,,N,Y,N,Mobile
933,100284,2309,15/02/2025,432.21,N,N,N,Mobile
934,,2774,15/02/2025,,N,Y,N,Mobile
935,100285,3671,15/02/2025,130.21,N,N,N,Mobile
936,,3688,15/02/2025,,N,Y,N,Desktop
937,,6764,15/02/2025,,N,Y,N,Mobile
938,,4677,15/02/2025,,N,Y,Y,Mobile
939,,6560,15/02/2025,,N,Y,N,Desktop
940,,3926,15/02/2025,,N,Y,Y,Mobile
941,100286,4770,15/02/2025,137.77,N,N,N,Mobile
942,100287,147,15/02/2025,294.52,N,N,N,Mobile
943,,3361,15/02/2025,,N,Y,N,Mobile
944,100288,6474,15/02/2025,117.76,N,N,N,Mobile
945,,1921,15/02/2025,,N,Y,N,Mobile
946,,205,15/02/2025,,N,Y,N,Mobile
947,,3389,15/02/2025,,N,Y,N,Mobile
948,,7450,15/02/2025,,N,Y,N,Mobile
949,,5918,15/02/2025,,N,Y,Y,Desktop
950,100289,817,15/02/2025,313.44,N,N,N,Tablet
951,100290,7555,15/02/2025,350.54,Y,N,N,Mobile
952,100291,6812,15/02/2025,243.23,N,N,N,Mobile
953,100292,5137,15/02/2025,236.62,N,N,Y,Mobile
954,,4525,15/02/2025,,N,Y,N,Mobile
955,100293,456,15/02/2025,452.85,N,N,Y,Mobile
956,,2582,15/02/2025,,N,Y,N,Mobile
957,,5992,15/02/2025,,N,Y,N,Tablet
958,,2873,15/02/2025,,N,Y,N,Tablet
959,,6477,15/02/2025,,N,Y,N,Desktop
960,,6080,15/02/2025,,N,Y,N,Desktop
961,,2371,15/02/2025,,N,Y,N,Mobile
962,100294,4456,15/02/2025,199.75,Y,N,Y,Mobile
963,,7647,15/02/2025,,N,Y,N,Desktop
964,100295,3307,15/02/2025,199.16,N,N,N,Desktop
965,,3576,15/02/2025,,N,Y,N,Mobile
966,,5256,15/02/2025,,N,Y,N,Mobile
967,100296,3440,15/02/2025,268.64,N,N,N,Desktop
968,,7872,15/02/2025,,N,Y,N,Desktop
969,100297,3164,15/02/2025,379.99,N,N,N,Mobile
970,100298,17,15/02/2025,429.24,N,N,Y,Mobile
971,100299,2892,15/02/2025,150.05,N,N,N,Mobile
972,100300,7208,15/02/2025,436.95,N,N,N,Mobile
973,100301,5456,15/02/2025,203.74,N,N,N,Mobile
974,,6880,15/02/2025,,N,Y,N,Mobile
975,100302,2553,15/02/2025,325.46,N,N,N,Mobile
976,,4252,15/02/2025,,N,Y,N,Mobile
977,,923,15/02/2025,,N,Y,N,Mobile
978,100303,3047,15/02/2025,241.53,N,N,N,Desktop
979,,3941,15/02/2025,,N,Y,N,Desktop
980,,4488,15/02/2025,,N,Y,N,Mobile
981,100304,1094,15/02/2025,415.68,N,N,N,Mobile
982,100305,3760,15/02/2025,446.3,N,N,N,Mobile
983,,4200,15/02/2025,,N,Y,N,Mobile
984,,7432,15/02/2025,,N,Y,N,Mobile
985,100306,3840,15/02/2025,453.48,N,N,N,Tablet
986,100307,1577,15/02/2025,135.92,N,N,Y,Desktop
987,100308,6001,15/02/2025,427.61,Y,N,N,Tablet
988,100309,4547,16/02/2025,385.91,N,N,Y,Desktop
989,100310,1259,16/02/2025,219.11,N,N,N,Mobile
990,100311,68,16/02/2025,232.3,N,N,N,Tablet
991,100312,5396,16/02/2025,201.98,N,N,N,Mobile
992,100313,3263,16/02/2025,490.94,N,N,N,Mobile
993,,3540,16/02/2025,,N,Y,N,Desktop
994,100314,4384,16/02/2025,345.22,N,N,N,Mobile
995,,7765,16/02/2025,,N,Y,Y,Mobile
996,100315,571,16/02/2025,152.14,N,N,N,Mobile
997,,7428,16/02/2025,,N,Y,N,Mobile
998,100316,4502,16/02/2025,421.94,Y,N,N,Mobile
999,,1136,16/02/2025,,N,Y,N,Mobile
1000,100317,207,16/02/2025,481.24,N,N,N,Desktop
1001,,5214,16/02/2025,,N,Y,N,Desktop
1002,100318,945,16/02/2025,299.93,N,N,N,Mobile
1003,,3222,16/02/2025,,N,Y,N,Desktop
1004,100319,7092,16/02/2025,442.87,N,N,Y,Mobile
1005,100320,2567,16/02/2025,348.06,N,N,N,Mobile
1006,100321,3328,16/02/2025,34.41,N,N,N,Desktop
1007,100322,6775,16/02/2025,392.44,N,N,N,Mobile
1008,100323,5429,16/02/2025,429.22,Y,N,N,Tablet
1009,,1547,16/02/2025,,N,Y,N,Desktop
1010,,2618,16/02/2025,,N,Y,N,Mobile
1011,,2613,16/02/2025,,N,Y,Y,Desktop
1012,100324,4879,16/02/2025,384.46,N,N,N,Mobile
1013,,2104,16/02/2025,,N,Y,N,Mobile
1014,,192,16/02/2025,,N,Y,N,Mobile
1015,,1084,16/02/2025,,N,Y,N,Desktop
1016,,7588,16/02/2025,,N,Y,N,Mobile
1017,100325,2149,16/02/2025,392.87,N,N,N,Mobile
1018,,7544,16/02/2025,,N,Y,N,Mobile
1019,100326,7543,16/02/2025,94.87,N,N,N,Desktop
1020,100327,3200,16/02/2025,151.35,N,N,N,Mobile
